"date","county","hospitalized_covid_confirmed_patients","hospitalized_suspected_covid_patients","hospitalized_covid_patients","all_hospital_beds","icu_covid_confirmed_patients","icu_suspected_covid_patients","icu_available_beds"
2021-11-01,"San Luis Obispo",361,14,375,13189,99,0,541
2021-11-01,"San Mateo",554,299,853,20192,123,26,545
2021-11-01,"Santa Barbara",931,0,931,18420,248,0,973
2021-11-01,"Santa Clara",3130,477,3607,90627,1024,78,1569
2021-11-01,"Santa Cruz",212,23,235,8952,27,1,91
2021-11-01,"Shasta",1774,22,1796,17040,390,0,264
2021-11-01,"Siskiyou",88,0,88,1680,31,0,116
2021-11-01,"Solano",1006,308,1314,15699,282,44,360
2021-11-01,"Sonoma",650,53,703,19066,150,6,471
2021-11-01,"Stanislaus",4153,251,4404,40798,818,34,815
2021-11-01,"Sutter",0,0,0,420,0,0,0
2021-11-01,"Tehama",275,0,275,1770,94,0,57
2021-11-01,"Trinity",0,0,0,750,0,0,0
2021-11-01,"Tulare",3594,148,3742,20487,840,6,217
2021-11-01,"Tuolumne",344,1,345,2160,23,0,69
2021-11-01,"Ventura",1166,116,1282,35038,210,1,1013
2021-11-01,"Yolo",235,2,237,3774,91,1,75
2021-11-01,"Yuba",685,7,692,7844,280,1,65
2021-12-01,"Alameda",2232,852,3084,77510,509,61,2861
2021-12-01,"Amador",152,7,159,1643,63,1,45
2021-12-01,"Butte",1061,5,1066,14531,124,4,307
2021-12-01,"Calaveras",69,0,69,1023,28,0,141
2021-12-01,"Colusa",77,0,77,1488,0,0,0
2021-12-01,"Contra Costa",1323,498,1821,41421,364,42,1110
2021-12-01,"Del Norte",17,2,19,1652,11,0,53
2021-12-01,"El Dorado",274,6,280,5890,119,1,81
2021-12-01,"Fresno",5512,394,5906,47984,1412,35,501
2021-12-01,"Glenn",1,0,1,1457,0,0,0
2021-12-01,"Humboldt",412,12,424,8279,76,0,139
2021-12-01,"Imperial",1970,0,1970,6230,729,0,7
2021-12-01,"Inyo",44,0,44,899,1,0,60
2021-12-01,"Kern",3731,29,3760,35615,996,3,819
2021-12-01,"Kings",752,0,752,3871,101,0,72
2021-12-01,"Lake",16,4,20,1975,0,2,26
2021-12-01,"Lassen",20,0,20,775,0,0,0
2021-12-01,"Los Angeles",25723,2890,28613,594123,5534,284,17621
2021-12-01,"Madera",456,161,617,8618,122,10,86
2021-12-01,"Marin",179,111,290,11405,50,15,320
2021-12-01,"Mariposa",0,0,0,288,0,0,0
2021-12-01,"Mendocino",177,0,177,2853,53,0,78
2021-12-01,"Merced",680,48,728,8407,356,24,41
2021-12-01,"Modoc",69,1,70,372,0,0,0
2021-12-01,"Mono",21,0,21,527,0,0,57
2021-12-01,"Monterey",804,22,826,22196,165,0,512
2021-12-01,"Napa",157,0,157,6424,33,0,168
2021-12-01,"Nevada",234,1,235,3644,69,0,70
2021-12-01,"Orange",7237,274,7511,183312,1895,52,4709
2021-12-01,"Placer",2599,444,3043,24024,838,46,568
2021-12-01,"Plumas",31,1,32,1085,0,0,0
2021-12-01,"Riverside",10067,812,10879,108460,2346,84,2540
2021-12-01,"Sacramento",4827,681,5508,82678,1248,86,2206
2021-12-01,"San Benito",151,0,151,776,76,0,11
2021-12-01,"San Bernardino",12796,781,13577,114017,3318,94,3892
2021-12-01,"San Diego",11156,528,11684,201503,2878,72,5881
2021-12-01,"San Francisco",1275,255,1530,67106,369,33,2745
2021-12-01,"San Joaquin",2399,107,2506,29451,817,13,416
2021-12-01,"San Luis Obispo",490,7,497,13624,168,1,530
2021-12-01,"San Mateo",573,347,920,21906,153,19,571
2021-12-01,"Santa Barbara",1185,35,1220,19034,331,5,697
2021-12-01,"Santa Clara",3827,625,4452,95875,1189,118,1752
2021-12-01,"Santa Cruz",423,0,423,9426,106,0,104
2021-12-01,"Shasta",1060,11,1071,17608,302,0,296
2021-12-01,"Siskiyou",83,0,83,1736,29,0,136
2021-12-01,"Solano",846,422,1268,17123,165,66,430
2021-12-01,"Sonoma",704,73,777,19964,125,5,534
2021-12-01,"Stanislaus",3349,402,3751,42586,674,37,827
2021-12-01,"Sutter",0,0,0,434,0,0,0
2021-12-01,"Tehama",255,1,256,1829,86,0,69
2021-12-01,"Trinity",0,0,0,775,0,0,0
2021-12-01,"Tulare",1900,95,1995,20990,447,10,405
2021-12-01,"Tuolumne",219,5,224,2232,27,1,32
2021-12-01,"Ventura",2035,148,2183,37158,384,8,764
2021-12-01,"Yolo",177,5,182,3991,37,2,62
2021-12-01,"Yuba",449,18,467,8142,216,0,85
2022-01-01,"Alameda",11291,1218,12509,78267,1744,146,2390
2022-01-01,"Amador",342,8,350,1651,105,0,12
2022-01-01,"Butte",2052,25,2077,14381,193,4,315
2022-01-01,"Calaveras",137,0,137,1023,64,0,142
2022-01-01,"Colusa",143,0,143,1488,0,0,0
2022-01-01,"Contra Costa",7020,750,7770,42083,1295,67,874
2022-01-01,"Del Norte",102,2,104,1648,26,0,44
2022-01-01,"El Dorado",561,1,562,5890,138,0,23
2022-01-01,"Fresno",13300,647,13947,49398,2069,51,414
2022-01-01,"Glenn",50,0,50,1457,0,0,0
2022-01-01,"Humboldt",637,63,700,8504,112,1,191
2022-01-01,"Imperial",2692,4,2696,6014,844,0,14
2022-01-01,"Inyo",91,0,91,899,4,0,52
2022-01-01,"Kern",7828,109,7937,34995,1308,0,742
2022-01-01,"Kings",1170,7,1177,3739,97,0,73
2022-01-01,"Lake",177,2,179,1994,74,0,30
2022-01-01,"Lassen",72,0,72,775,0,0,0
2022-01-01,"Los Angeles",119495,4870,124365,597311,18554,533,13905
2022-01-01,"Madera",1235,155,1390,8767,255,11,155
2022-01-01,"Marin",1091,121,1212,11573,199,9,357
2022-01-01,"Mariposa",0,0,0,248,0,0,0
2022-01-01,"Mendocino",499,11,510,2794,76,0,100
2022-01-01,"Merced",1563,52,1615,8402,350,16,118
2022-01-01,"Modoc",17,0,17,372,0,0,0
2022-01-01,"Mono",26,0,26,527,0,0,47
2022-01-01,"Monterey",2437,155,2592,22196,429,3,543
2022-01-01,"Napa",674,5,679,6458,138,0,80
2022-01-01,"Nevada",660,1,661,4804,110,0,63
2022-01-01,"Orange",30819,673,31492,185664,5063,121,4300
2022-01-01,"Placer",6323,511,6834,23714,1109,61,487
2022-01-01,"Plumas",119,0,119,1085,0,0,0
2022-01-01,"Riverside",28936,1454,30390,109199,4609,95,2190
2022-01-01,"Sacramento",15604,672,16276,84638,2745,41,2079
2022-01-01,"San Benito",228,0,228,775,90,0,4
2022-01-01,"San Bernardino",31895,1086,32981,114619,6235,115,3020
2022-01-01,"San Diego",34178,920,35098,202599,5750,112,5352
2022-01-01,"San Francisco",6777,274,7051,66835,1110,36,2404
2022-01-01,"San Joaquin",7207,212,7419,30140,1636,27,241
2022-01-01,"San Luis Obispo",1408,27,1435,13821,275,3,471
2022-01-01,"San Mateo",3669,395,4064,22677,671,40,433
2022-01-01,"Santa Barbara",3384,73,3457,18814,382,8,664
2022-01-01,"Santa Clara",13947,960,14907,200131,2387,145,1416
2022-01-01,"Santa Cruz",998,5,1003,9424,80,1,109
2022-01-01,"Shasta",2011,144,2155,17342,352,0,363
2022-01-01,"Siskiyou",168,1,169,1736,44,0,115
2022-01-01,"Solano",3925,387,4312,18261,606,35,252
2022-01-01,"Sonoma",2579,50,2629,20256,363,1,443
2022-01-01,"Stanislaus",7419,511,7930,42713,1000,51,752
2022-01-01,"Sutter",0,0,0,434,0,0,0
2022-01-01,"Tehama",512,0,512,1841,92,0,28
2022-01-01,"Trinity",0,0,0,775,0,0,0
2022-01-01,"Tulare",3339,114,3453,20905,375,9,394
2022-01-01,"Tuolumne",424,13,437,2232,61,0,41
2022-01-01,"Ventura",8901,231,9132,37482,1425,18,770
2022-01-01,"Yolo",528,4,532,3983,137,1,39
2022-01-01,"Yuba",1503,138,1641,8277,218,0,77
2022-02-01,"Alameda",6808,869,7677,70581,1331,162,2219
2022-02-01,"Amador",358,3,361,1512,91,0,8
2022-02-01,"Butte",1990,57,2047,12788,205,5,330
2022-02-01,"Calaveras",108,0,108,924,34,0,147
2022-02-01,"Colusa",121,0,121,1344,0,0,0
2022-02-01,"Contra Costa",4453,619,5072,37726,997,64,984
2022-02-01,"Del Norte",215,0,215,1493,46,0,11
2022-02-01,"El Dorado",497,5,502,5056,111,0,62
2022-02-01,"Fresno",12097,860,12957,44295,2073,69,434
2022-02-01,"Glenn",70,0,70,1316,0,0,0
2022-02-01,"Humboldt",534,13,547,7531,61,1,117
2022-02-01,"Imperial",1651,11,1662,5457,483,0,77
2022-02-01,"Inyo",57,0,57,812,1,0,51
2022-02-01,"Kern",4971,42,5013,30764,1017,1,620
2022-02-01,"Kings",1231,0,1231,3493,137,0,52
2022-02-01,"Lake",272,6,278,1790,84,0,6
2022-02-01,"Lassen",90,0,90,700,0,0,0
2022-02-01,"Los Angeles",55179,2764,57943,543109,11390,276,14431
2022-02-01,"Madera",1140,103,1243,7784,246,10,93
2022-02-01,"Marin",735,81,816,10419,151,6,288
2022-02-01,"Mariposa",0,0,0,224,0,0,0
2022-02-01,"Mendocino",419,0,419,2533,125,0,56
2022-02-01,"Merced",1280,31,1311,7591,238,0,134
2022-02-01,"Modoc",44,0,44,336,0,0,0
2022-02-01,"Mono",0,0,0,476,0,0,46
2022-02-01,"Monterey",1890,14,1904,20048,305,0,460
2022-02-01,"Napa",399,9,408,5827,65,0,168
2022-02-01,"Nevada",627,2,629,3732,101,1,46
2022-02-01,"Orange",13015,224,13239,167634,2533,32,4395
2022-02-01,"Placer",3887,539,4426,21855,687,58,597
2022-02-01,"Plumas",21,0,21,970,0,0,0
2022-02-01,"Riverside",13831,859,14690,99081,2565,78,2537
2022-02-01,"Sacramento",10927,674,11601,80092,1853,90,2223
2022-02-01,"San Benito",136,0,136,700,74,0,13
2022-02-01,"San Bernardino",13875,473,14348,103461,3264,58,3721
2022-02-01,"San Diego",20525,559,21084,182873,3885,38,5224
2022-02-01,"San Francisco",4728,259,4987,60564,973,28,2239
2022-02-01,"San Joaquin",4937,136,5073,26466,1343,14,152
2022-02-01,"San Luis Obispo",794,8,802,12346,148,0,462
2022-02-01,"San Mateo",2258,184,2442,20161,346,18,404
2022-02-01,"Santa Barbara",2119,78,2197,16913,397,10,474
2022-02-01,"Santa Clara",9890,620,10510,87254,1736,72,1144
2022-02-01,"Santa Cruz",803,2,805,8673,133,1,93
2022-02-01,"Shasta",1864,214,2078,15897,319,2,391
2022-02-01,"Siskiyou",213,7,220,1537,44,0,70
2022-02-01,"Solano",2571,381,2952,16802,578,33,368
2022-02-01,"Sonoma",1599,43,1642,18121,278,12,466
2022-02-01,"Stanislaus",6464,507,6971,38824,1056,92,635
2022-02-01,"Sutter",0,0,0,392,0,0,0
2022-02-01,"Tehama",472,1,473,1680,119,0,36
2022-02-01,"Trinity",0,0,0,700,0,0,0
2022-02-01,"Tulare",3476,94,3570,18646,467,7,285
2022-02-01,"Tuolumne",331,0,331,2016,47,0,48
2022-02-01,"Ventura",5026,185,5211,33037,859,13,841
2022-02-01,"Yolo",352,3,355,3372,113,1,62
2022-02-01,"Yuba",1134,31,1165,7476,288,0,57
2022-03-01,"Alameda",2377,566,2943,77870,298,61,3032
2022-03-01,"Amador",125,10,135,1674,11,2,61
2022-03-01,"Butte",700,11,711,14404,47,0,388
2022-03-01,"Calaveras",16,0,16,1023,3,0,132
2022-03-01,"Colusa",80,0,80,1488,0,0,0
2022-03-01,"Contra Costa",1287,856,2143,41497,281,65,1246
2022-03-01,"Del Norte",88,2,90,1661,24,0,54
2022-03-01,"El Dorado",114,3,117,5551,45,0,131
2022-03-01,"Fresno",4246,455,4701,49596,632,52,712
2022-03-01,"Glenn",24,0,24,1457,0,0,0
2022-03-01,"Humboldt",225,32,257,8281,72,2,171
2022-03-01,"Imperial",407,0,407,6288,195,0,78
2022-03-01,"Inyo",7,0,7,901,0,0,50
2022-03-01,"Kern",1647,29,1676,33107,343,2,788
2022-03-01,"Kings",346,1,347,3637,34,0,96
2022-03-01,"Lake",29,0,29,1999,12,0,100
2022-03-01,"Lassen",3,0,3,775,0,0,0
2022-03-01,"Los Angeles",16025,1873,17898,603781,2767,134,18898
2022-03-01,"Madera",361,108,469,8931,65,18,175
2022-03-01,"Marin",232,167,399,11574,15,11,406
2022-03-01,"Mariposa",0,0,0,248,0,0,0
2022-03-01,"Mendocino",148,2,150,2770,32,0,71
2022-03-01,"Merced",590,0,590,8402,124,0,231
2022-03-01,"Modoc",6,0,6,372,0,0,0
2022-03-01,"Mono",11,0,11,527,4,0,50
2022-03-01,"Monterey",602,2,604,22196,50,2,642
2022-03-01,"Napa",208,0,208,6385,70,0,191
2022-03-01,"Nevada",92,0,92,3810,4,0,66
2022-03-01,"Orange",4409,206,4615,185482,824,40,5392
2022-03-01,"Placer",1642,571,2213,24817,241,79,736
2022-03-01,"Plumas",0,0,0,1085,0,0,0
2022-03-01,"Riverside",3454,562,4016,108176,589,59,3385
2022-03-01,"Sacramento",3894,438,4332,83994,595,87,2669
2022-03-01,"San Benito",32,1,33,775,32,1,10
2022-03-01,"San Bernardino",3269,236,3505,113846,1006,28,4952
2022-03-01,"San Diego",7045,395,7440,201488,1410,20,7278
2022-03-01,"San Francisco",1491,201,1692,66945,236,29,2774
2022-03-01,"San Joaquin",1205,147,1352,28698,333,11,397
2022-03-01,"San Luis Obispo",190,6,196,13733,24,0,566
2022-03-01,"San Mateo",994,101,1095,22154,115,4,596
2022-03-01,"Santa Barbara",701,14,715,18724,146,0,869
2022-03-01,"Santa Clara",4481,535,5016,96416,893,54,2058
2022-03-01,"Santa Cruz",379,16,395,9519,100,0,200
2022-03-01,"Shasta",616,16,632,17342,100,0,469
2022-03-01,"Siskiyou",33,3,36,1705,6,2,122
2022-03-01,"Solano",1199,545,1744,17846,247,73,725
2022-03-01,"Sonoma",587,71,658,19765,109,3,629
2022-03-01,"Stanislaus",2511,379,2890,42781,336,32,1022
2022-03-01,"Sutter",0,0,0,434,0,0,0
2022-03-01,"Tehama",91,0,91,1860,19,0,109
2022-03-01,"Trinity",0,0,0,775,0,0,0
2022-03-01,"Tulare",1080,64,1144,20567,112,5,528
2022-03-01,"Tuolumne",91,1,92,2232,17,0,97
2022-03-01,"Ventura",1261,89,1350,36318,208,2,963
2022-03-01,"Yolo",130,2,132,3769,44,0,104
2022-03-01,"Yuba",325,4,329,8295,83,0,97
2022-04-01,"Alameda",1409,1010,2419,75766,111,127,3097
2022-04-01,"Amador",25,3,28,1621,2,1,66
2022-04-01,"Butte",194,3,197,13918,22,0,382
2022-04-01,"Calaveras",2,0,2,957,0,0,131
2022-04-01,"Colusa",0,0,0,1440,0,0,0
2022-04-01,"Contra Costa",801,817,1618,40087,113,88,1127
2022-04-01,"Del Norte",13,1,14,1597,8,0,22
2022-04-01,"El Dorado",26,1,27,5370,8,0,98
2022-04-01,"Fresno",1577,385,1962,47457,193,34,810
2022-04-01,"Glenn",0,0,0,1410,0,0,0
2022-04-01,"Humboldt",193,45,238,8010,63,0,160
2022-04-01,"Imperial",119,0,119,6060,41,0,246
2022-04-01,"Inyo",5,0,5,930,0,0,46
2022-04-01,"Kern",587,3,590,31564,171,0,770
2022-04-01,"Kings",91,0,91,3248,12,0,92
2022-04-01,"Lake",30,0,30,1928,9,0,48
2022-04-01,"Lassen",6,0,6,750,0,0,0
2022-04-01,"Los Angeles",7451,1573,9024,577323,973,103,19459
2022-04-01,"Madera",114,152,266,8769,37,10,187
2022-04-01,"Marin",176,149,325,11207,14,7,420
2022-04-01,"Mariposa",0,0,0,240,0,0,0
2022-04-01,"Mendocino",29,0,29,2646,7,0,85
2022-04-01,"Merced",164,10,174,8137,8,0,361
2022-04-01,"Modoc",0,0,0,360,0,0,0
2022-04-01,"Mono",0,0,0,510,0,0,54
2022-04-01,"Monterey",223,4,227,21480,1,0,471
2022-04-01,"Napa",65,0,65,5955,8,0,158
2022-04-01,"Nevada",62,0,62,3390,12,0,111
2022-04-01,"Orange",2131,235,2366,177719,391,26,5486
2022-04-01,"Placer",753,564,1317,23983,114,47,894
2022-04-01,"Plumas",1,0,1,1050,0,0,0
2022-04-01,"Riverside",1366,451,1817,103512,212,28,3400
2022-04-01,"Sacramento",1660,431,2091,79641,227,59,2562
2022-04-01,"San Benito",0,0,0,750,0,0,21
2022-04-01,"San Bernardino",1151,249,1400,109867,249,31,5666
2022-04-01,"San Diego",3184,391,3575,195464,597,35,7473
2022-04-01,"San Francisco",876,262,1138,64800,107,39,2714
2022-04-01,"San Joaquin",419,152,571,27091,129,18,601
2022-04-01,"San Luis Obispo",106,3,109,13173,6,0,597
2022-04-01,"San Mateo",431,186,617,20296,73,14,551
2022-04-01,"Santa Barbara",252,0,252,18120,24,0,867
2022-04-01,"Santa Clara",2590,542,3132,93089,406,83,2257
2022-04-01,"Santa Cruz",139,6,145,9187,22,1,190
2022-04-01,"Shasta",120,22,142,16508,51,0,582
2022-04-01,"Siskiyou",7,1,8,1680,5,0,121
2022-04-01,"Solano",452,507,959,17272,82,63,612
2022-04-01,"Sonoma",408,91,499,18914,60,2,588
2022-04-01,"Stanislaus",654,380,1034,41326,70,64,1113
2022-04-01,"Sutter",0,0,0,420,0,0,0
2022-04-01,"Tehama",18,0,18,1800,0,0,118
2022-04-01,"Trinity",0,0,0,750,0,0,0
2022-04-01,"Tulare",335,82,417,19835,4,3,667
2022-04-01,"Tuolumne",28,0,28,2165,0,0,84
2022-04-01,"Ventura",475,66,541,34891,59,1,1004
2022-04-01,"Yolo",34,1,35,3855,8,0,82
2022-04-01,"Yuba",62,4,66,8014,13,0,229
2022-05-01,"Alameda",2321,1157,3478,77786,178,167,3351
2022-05-01,"Amador",13,1,14,1674,4,0,55
2022-05-01,"Butte",227,7,234,14601,8,0,440
2022-05-01,"Calaveras",21,0,21,1023,10,0,124
2022-05-01,"Colusa",0,0,0,1488,0,0,0
2022-05-01,"Contra Costa",1895,1027,2922,41670,265,98,1206
2022-05-01,"Del Norte",18,1,19,1670,10,0,76
2022-05-01,"El Dorado",144,0,144,5549,17,0,87
2022-05-01,"Fresno",1592,574,2166,49330,159,51,854
2022-05-01,"Glenn",12,0,12,1457,0,0,0
2022-05-01,"Humboldt",346,41,387,8279,87,0,159
2022-05-01,"Imperial",100,0,100,6262,42,0,260
2022-05-01,"Inyo",7,0,7,961,0,0,50
2022-05-01,"Kern",818,8,826,33261,128,0,677
2022-05-01,"Kings",50,0,50,3006,9,0,86
2022-05-01,"Lake",34,2,36,1986,8,2,37
2022-05-01,"Lassen",11,0,11,775,0,0,0
2022-05-01,"Los Angeles",10694,1437,12131,597990,1291,92,20202
2022-05-01,"Madera",112,119,231,8680,18,10,248
2022-05-01,"Marin",395,257,652,11621,18,26,337
2022-05-01,"Mariposa",0,0,0,248,0,0,0
2022-05-01,"Mendocino",79,0,79,2728,24,0,77
2022-05-01,"Merced",169,3,172,8411,14,0,312
2022-05-01,"Modoc",0,0,0,372,0,0,0
2022-05-01,"Mono",0,0,0,557,0,0,59
2022-05-01,"Monterey",328,18,346,22196,15,3,619
2022-05-01,"Napa",100,3,103,6361,12,1,162
2022-05-01,"Nevada",79,3,82,3677,4,1,141
2022-05-01,"Orange",3356,177,3533,184469,494,29,5773
2022-05-01,"Placer",1247,519,1766,24868,128,34,581
2022-05-01,"Plumas",12,0,12,1069,0,0,0
2022-05-01,"Riverside",2096,554,2650,107564,243,59,3401
2022-05-01,"Sacramento",3114,461,3575,82819,389,63,2654
2022-05-01,"San Benito",12,0,12,775,2,0,21
2022-05-01,"San Bernardino",1555,187,1742,114520,228,17,5672
2022-05-01,"San Diego",4051,363,4414,203907,606,32,7753
2022-05-01,"San Francisco",2287,169,2456,66243,277,11,2643
2022-05-01,"San Joaquin",664,118,782,27998,115,14,787
2022-05-01,"San Luis Obispo",194,12,206,13600,5,1,572
2022-05-01,"San Mateo",1073,224,1297,21204,52,8,574
2022-05-01,"Santa Barbara",534,10,544,18724,93,3,727
2022-05-01,"Santa Clara",4028,521,4549,94770,630,57,2264
2022-05-01,"Santa Cruz",193,0,193,9558,16,0,192
2022-05-01,"Shasta",237,28,265,17608,55,5,891
2022-05-01,"Siskiyou",24,2,26,1705,3,0,114
2022-05-01,"Solano",853,594,1447,18298,82,23,651
2022-05-01,"Sonoma",938,93,1031,20782,116,5,624
2022-05-01,"Stanislaus",1158,374,1532,42881,108,58,1043
2022-05-01,"Sutter",0,0,0,434,0,0,0
2022-05-01,"Tehama",48,0,48,1860,11,0,86
2022-05-01,"Trinity",0,0,0,775,0,0,0
2022-05-01,"Tulare",513,68,581,20420,20,5,683
2022-05-01,"Tuolumne",50,0,50,2257,5,0,58
2022-05-01,"Ventura",828,109,937,36529,71,14,932
2022-05-01,"Yolo",64,3,67,3972,15,0,56
2022-05-01,"Yuba",158,7,165,8279,17,0,343
2022-06-01,"Alameda",3681,1235,4916,74958,418,158,2875
2022-06-01,"Amador",73,11,84,1625,21,3,56
2022-06-01,"Butte",797,9,806,13716,20,0,453
2022-06-01,"Calaveras",10,1,11,990,6,0,90
2022-06-01,"Colusa",280,0,280,1440,0,0,0
2022-06-01,"Contra Costa",2762,932,3694,40481,274,105,1271
2022-06-01,"Del Norte",104,2,106,1630,14,0,31
2022-06-01,"El Dorado",254,6,260,5370,54,2,72
2022-06-01,"Fresno",3639,604,4243,47774,374,83,925
2022-06-01,"Glenn",94,0,94,1410,0,0,0
2022-06-01,"Humboldt",424,45,469,7985,94,1,191
2022-06-01,"Imperial",204,4,208,6060,27,2,264
2022-06-01,"Inyo",10,0,10,930,0,0,54
2022-06-01,"Kern",1399,10,1409,32885,225,0,632
2022-06-01,"Kings",214,3,217,2919,8,3,87
2022-06-01,"Lake",82,0,82,1934,28,0,56
2022-06-01,"Lassen",43,0,43,750,0,0,0
2022-06-01,"Los Angeles",19218,1889,21107,580809,2008,161,20777
2022-06-01,"Madera",221,128,349,8575,24,8,246
2022-06-01,"Marin",532,269,801,11243,60,27,360
2022-06-01,"Mariposa",0,0,0,240,0,0,0
2022-06-01,"Mendocino",194,0,194,2669,32,0,65
2022-06-01,"Merced",355,13,368,8137,28,1,262
2022-06-01,"Modoc",15,0,15,350,0,0,0
2022-06-01,"Mono",3,0,3,510,0,0,50
2022-06-01,"Monterey",908,64,972,21480,55,0,553
2022-06-01,"Napa",196,2,198,6254,29,1,202
2022-06-01,"Nevada",194,6,200,3682,17,0,81
2022-06-01,"Orange",5436,217,5653,178646,647,20,5509
2022-06-01,"Placer",2426,576,3002,24037,224,81,540
2022-06-01,"Plumas",9,0,9,1050,0,0,0
2022-06-01,"Riverside",3522,509,4031,104210,346,31,3427
2022-06-01,"Sacramento",5491,758,6249,81345,657,118,2430
2022-06-01,"San Benito",49,0,49,750,32,0,10
2022-06-01,"San Bernardino",3437,213,3650,109726,536,17,4942
2022-06-01,"San Diego",7088,371,7459,195963,722,27,7658
2022-06-01,"San Francisco",2905,316,3221,64370,466,20,2797
2022-06-01,"San Joaquin",1365,144,1509,26886,194,21,488
2022-06-01,"San Luis Obispo",675,23,698,13108,6,2,557
2022-06-01,"San Mateo",1291,269,1560,20821,73,13,667
2022-06-01,"Santa Barbara",871,13,884,17925,128,9,804
2022-06-01,"Santa Clara",5849,631,6480,92654,598,73,2127
2022-06-01,"Santa Cruz",631,0,631,9019,45,0,187
2022-06-01,"Shasta",398,30,428,16774,48,6,787
2022-06-01,"Siskiyou",59,3,62,1680,2,0,132
2022-06-01,"Solano",1255,624,1879,17683,119,36,636
2022-06-01,"Sonoma",1119,86,1205,20280,101,8,666
2022-06-01,"Stanislaus",2274,462,2736,41581,183,61,1080
2022-06-01,"Sutter",0,0,0,420,0,0,0
2022-06-01,"Tehama",79,0,79,1800,3,0,90
2022-06-01,"Trinity",9,0,9,750,0,0,0
2022-06-01,"Tulare",872,67,939,19804,27,7,695
2022-06-01,"Tuolumne",98,2,100,2166,14,1,133
2022-06-01,"Ventura",1564,101,1665,34790,95,3,911
2022-06-01,"Yolo",143,2,145,3683,29,1,98
2022-06-01,"Yuba",325,4,329,8004,73,0,256
2022-07-01,"Alameda",4751,1264,6015,78120,612,176,3025
2022-07-01,"Amador",119,22,141,1674,31,8,57
2022-07-01,"Butte",943,8,951,14188,67,1,504
2022-07-01,"Calaveras",36,0,36,924,23,-2,105
2022-07-01,"Colusa",74,0,74,1488,0,0,0
2022-07-01,"Contra Costa",3220,944,4164,41926,448,100,1110
2022-07-01,"Del Norte",187,2,189,1683,25,0,43
2022-07-01,"El Dorado",302,4,306,5549,40,0,95
2022-07-01,"Fresno",6222,735,6957,49893,593,77,832
2022-07-01,"Glenn",15,0,15,1457,0,0,0
2022-07-01,"Humboldt",446,31,477,8158,112,0,259
2022-07-01,"Imperial",574,0,574,6262,71,0,298
2022-07-01,"Inyo",15,0,15,900,0,0,59
2022-07-01,"Kern",2767,26,2793,34185,387,0,786
2022-07-01,"Kings",324,6,330,3054,12,0,51
2022-07-01,"Lake",94,0,94,2018,20,0,45
2022-07-01,"Lassen",50,0,50,775,0,0,0
2022-07-01,"Los Angeles",35475,2628,38103,598473,3648,168,22096
2022-07-01,"Madera",413,62,475,9107,100,6,243
2022-07-01,"Marin",796,135,931,11425,99,1,299
2022-07-01,"Mariposa",0,0,0,248,0,0,0
2022-07-01,"Mendocino",231,0,231,2737,34,0,66
2022-07-01,"Merced",579,1,580,8403,48,0,359
2022-07-01,"Modoc",10,0,10,372,0,0,0
2022-07-01,"Mono",20,0,20,527,1,0,50
2022-07-01,"Monterey",1401,24,1425,22404,96,0,568
2022-07-01,"Napa",334,0,334,6388,33,0,181
2022-07-01,"Nevada",240,5,245,3835,28,0,82
2022-07-01,"Orange",9057,279,9336,185492,1191,54,5117
2022-07-01,"Placer",2733,561,3294,24589,259,85,626
2022-07-01,"Plumas",37,0,37,1085,0,0,0
2022-07-01,"Riverside",6846,587,7433,107041,544,63,3217
2022-07-01,"Sacramento",6329,913,7242,84185,827,105,2800
2022-07-01,"San Benito",35,0,35,775,4,0,19
2022-07-01,"San Bernardino",6648,226,6874,112621,806,34,4936
2022-07-01,"San Diego",12495,459,12954,202700,1417,40,7480
2022-07-01,"San Francisco",4078,237,4315,66551,711,38,2870
2022-07-01,"San Joaquin",2195,142,2337,28946,293,41,376
2022-07-01,"San Luis Obispo",590,23,613,13600,22,5,609
2022-07-01,"San Mateo",1569,280,1849,22019,185,22,697
2022-07-01,"Santa Barbara",1278,27,1305,18512,134,23,653
2022-07-01,"Santa Clara",7655,711,8366,96448,1075,101,1662
2022-07-01,"Santa Cruz",696,0,696,9582,33,2,196
2022-07-01,"Shasta",1074,71,1145,17608,162,19,757
2022-07-01,"Siskiyou",67,4,71,1705,12,0,124
2022-07-01,"Solano",1663,559,2222,18788,178,47,582
2022-07-01,"Sonoma",1366,134,1500,20778,107,1,724
2022-07-01,"Stanislaus",3613,449,4062,42959,370,49,973
2022-07-01,"Sutter",0,0,0,434,0,0,0
2022-07-01,"Tehama",181,0,181,1860,10,0,106
2022-07-01,"Trinity",26,0,26,775,0,0,0
2022-07-01,"Tulare",1307,54,1361,20444,42,3,718
2022-07-01,"Tuolumne",182,0,182,2232,13,0,135
2022-07-01,"Ventura",2572,134,2706,36396,165,13,967
2022-07-01,"Yolo",185,5,190,3845,50,1,87
2022-07-01,"Yuba",345,4,349,8277,28,0,338
2022-08-01,"Alameda",4317,1118,5435,76683,667,235,3118
2022-08-01,"Amador",97,15,112,1674,12,1,91
2022-08-01,"Butte",751,14,765,13879,60,4,482
2022-08-01,"Calaveras",31,1,32,1023,4,0,45
2022-08-01,"Colusa",34,0,34,1440,0,0,0
2022-08-01,"Contra Costa",2447,797,3244,40410,356,69,1302
2022-08-01,"Del Norte",117,1,118,1685,16,0,44
